INCIDENCE_LIST
    El-#  Node-i  Node-j  Node-m  Centroid-x  Centroid-y   Stiffness     Poisson     Unit-Wt    x-Strain    y-Strain   xy-Strain    x-Stress    y-Stress   xy-Stress     Sigma-1     Sigma-3
     185      91      58   0.000e+00  -1.891e+06   6.284e-03  -5.024e+00
     186      91      41   0.000e+00  -1.711e+06   7.620e-03  -4.129e+00
     187      21      61   0.000e+00  -1.556e+06   6.570e-03  -5.156e+00
     188      24      73   0.000e+00  -1.613e+06   1.012e-02  -5.457e+00
     189     100      10  -4.563e+06  -8.837e+05   0.000e+00  -1.262e+00
     190      70      72   0.000e+00  -1.695e+06  -8.605e-03  -5.500e+00
     191      56       0   1.712e+05   9.080e+06   0.000e+00   0.000e+00
     192      53       7   0.000e+00  -1.125e+06  -6.618e-03  -8.044e-01
     193      59       6   0.000e+00  -9.292e+05  -2.037e-02  -6.783e-01
     194      66       6   0.000e+00  -9.154e+05  -2.816e-02  -7.296e-01
     195      19       0  -1.242e+05   9.572e+06   0.000e+00   0.000e+00
     196      22       6   0.000e+00  -1.018e+06   2.236e-02  -7.633e-01
     197      26      12   0.000e+00  -9.825e+05   5.303e-02  -1.486e+00
     198      22      20   0.000e+00  -1.959e+06   4.163e-02  -2.333e+00
     199      15       6   0.000e+00  -6.799e+05   1.722e-02  -8.094e-01
     200       8       0  -3.647e+04   9.780e+06   0.000e+00   0.000e+00
     201      10       5   0.000e+00  -4.982e+05   8.075e-03  -6.002e-01
     202       5       5   0.000e+00  -5.149e+05   3.490e-03  -5.941e-01
     203      11      10   0.000e+00  -5.299e+05   1.650e-02  -1.220e+00
     204      14      14   0.000e+00  -6.509e+05   2.389e-02  -1.755e+00
     205      11      20   0.000e+00  -1.067e+06   1.868e-02  -2.360e+00
     206       6       9   0.000e+00  -5.978e+05   8.079e-03  -1.204e+00
     207       0      14   2.558e+06  -4.203e+05   0.000e+00  -1.726e+00
     208      82       6   0.000e+00  -1.526e+06  -2.630e-02  -8.290e-01
     209      93       6   0.000e+00  -1.197e+06  -9.579e-03  -8.342e-01

RMS u-ERROR:   4.553e-08
